pair_id,ingredient_a_id,ingredient_b_id,context,process_context,shared_compound_score,threshold_weighted_similarity,aroma_complement_score,aroma_contrast_score,taste_balance_score,dominance_risk,masking_risk,culinary_cooccurrence_score,cross_cuisine_support,sensory_study_score,literature_support,overall_pair_score,score_method_version,confidence,evidence_refs,explanation
PAIR-00001,ING-PLANT-ABRICOT-000001,ING-ANIMAL-AGNEAUVIANDE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-02233,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-KIWI-000001,all,raw_or_cooked,0.000,0.000,0.333,0.667,0.400,0.250,0.400,,,,,0.050,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.33; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.40
PAIR-02234,ING-PLANT-CITRONJAUNE-000001,ING-DAIRY-LAITENTIER-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.775,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02235,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-MANGUE-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.400,0.250,0.200,,,,,0.040,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02236,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-MENTHE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.775,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02237,ING-PLANT-CITRONJAUNE-000001,ING-TECH-MIEL-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.775,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02238,ING-PLANT-CITRONJAUNE-000001,ING-COND-MISOBLANC-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-02239,ING-PLANT-CITRONJAUNE-000001,ING-MARINE-MOULE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02240,ING-PLANT-CITRONJAUNE-000001,ING-COND-MOUTARDEDEDI-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02241,ING-PLANT-CITRONJAUNE-000001,ING-DAIRY-MOZZARELLA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-02242,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-MYRTILLE-000001,all,raw_or_cooked,0.000,0.000,0.333,0.667,0.400,0.250,0.200,,,,,0.090,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.33; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02243,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-MRE-000001,all,raw_or_cooked,0.000,0.000,0.333,0.667,0.400,0.250,0.200,,,,,0.090,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.33; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02244,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-OIGNON-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.775,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02245,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-PAMPLEMOUSSE-000001,all,raw_or_cooked,0.000,0.000,0.600,0.400,0.400,0.250,0.600,,,,,0.090,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.60; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.60
PAIR-02246,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-PAPAYE-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.400,0.250,0.200,,,,,0.040,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02247,ING-PLANT-CITRONJAUNE-000001,ING-DAIRY-PARMIGIANORE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-02248,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-PERSIL-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02249,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-PIMENTDESPEL-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02250,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-PIMENTFORT-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.760,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02251,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-POIREAU-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02252,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-POIVRENOIR-000001,all,raw_or_cooked,0.333,0.267,0.000,1.000,0.200,0.250,0.000,,,,,0.157,1.0.0,0.760,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.33; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02253,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-POIVRONROUGE-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.400,0.250,0.000,,,,,0.080,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02254,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-POMME-000001,all,raw_or_cooked,0.000,0.000,0.200,0.800,0.400,0.250,0.200,,,,,0.050,1.0.0,0.805,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02255,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-POMME-000002,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.400,0.250,0.200,,,,,0.040,1.0.0,0.760,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02256,ING-PLANT-CITRONJAUNE-000001,ING-ANIMAL-PORCVIANDE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-02257,ING-PLANT-CITRONJAUNE-000001,ING-ANIMAL-POULETVIANDE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02258,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-PCHE-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.400,0.250,0.200,,,,,0.040,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02259,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-RAISIN-000001,all,raw_or_cooked,0.000,0.000,0.200,0.800,0.400,0.250,0.200,,,,,0.050,1.0.0,0.775,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02260,ING-PLANT-CITRONJAUNE-000001,ING-BEV-RHUMAMBR-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.375,0.000,,,,,0.005,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.38; masquage=0.00
PAIR-02261,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-ROMARIN-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.775,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02262,ING-PLANT-CITRONJAUNE-000001,ING-DAIRY-ROQUEFORT-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02263,ING-PLANT-CITRONJAUNE-000001,ING-COND-SAUCESOJA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-02264,ING-PLANT-CITRONJAUNE-000001,ING-MARINE-SAUMON-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.760,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02265,ING-PLANT-CITRONJAUNE-000001,ING-TECH-SIROPDRABLE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02266,ING-PLANT-CITRONJAUNE-000001,ING-TECH-SUCREBLANC-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.375,0.000,,,,,0.005,1.0.0,0.760,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.38; masquage=0.00
PAIR-02267,ING-PLANT-CITRONJAUNE-000001,ING-MARINE-THON-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.760,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02268,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-THYM-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02269,ING-PLANT-CITRONJAUNE-000001,ING-BEV-THNOIR-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02270,ING-PLANT-CITRONJAUNE-000001,ING-BEV-THVERT-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02271,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-TOMATE-000001,all,raw_or_cooked,0.000,0.000,0.333,0.667,0.400,0.250,0.000,,,,,0.130,1.0.0,0.775,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.33; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02272,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-TOMATESCHE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.790,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-02273,ING-PLANT-CITRONJAUNE-000001,ING-FUNGUS-TRUFFENOIRE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02274,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-VANILLEGOUSS-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.760,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02275,ING-PLANT-CITRONJAUNE-000001,ING-BEV-VINBLANCMOEL-000001,all,raw_or_cooked,0.000,0.000,0.143,0.857,0.400,0.250,0.200,,,,,0.033,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.14; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02276,ING-PLANT-CITRONJAUNE-000001,ING-BEV-VINBLANCSEC-000001,all,raw_or_cooked,0.000,0.000,0.333,0.667,0.200,0.250,0.000,,,,,0.090,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.33; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02277,ING-PLANT-CITRONJAUNE-000001,ING-BEV-VINROUGE-000001,all,raw_or_cooked,0.000,0.000,0.125,0.875,0.200,0.250,0.200,,,,,0.000,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.12; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.20
PAIR-02278,ING-PLANT-CITRONJAUNE-000001,ING-TECH-VINAIGREBALS-000001,all,raw_or_cooked,0.000,0.000,0.143,0.857,0.400,0.250,0.200,,,,,0.033,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.14; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02279,ING-PLANT-CITRONJAUNE-000001,ING-TECH-VINAIGREDEVI-000001,all,raw_or_cooked,0.000,0.000,0.250,0.750,0.200,0.250,0.200,,,,,0.025,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.25; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.20
PAIR-02280,ING-PLANT-CITRONJAUNE-000001,ING-BEV-WHISKY-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.375,0.000,,,,,0.000,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.38; masquage=0.00
PAIR-02281,ING-PLANT-CITRONJAUNE-000001,ING-FERMENT-YAOURTNATURE-000001,all,raw_or_cooked,0.000,0.000,0.200,0.800,0.400,0.250,0.200,,,,,0.050,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02282,ING-PLANT-CITRONJAUNE-000001,ING-PLANT-CHALOTE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02283,ING-PLANT-CITRONVERT-000001,ING-PLANT-CLOUDEGIROFL-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02284,ING-PLANT-CITRONVERT-000001,ING-DAIRY-COMT-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-02285,ING-PLANT-CITRONVERT-000001,ING-FERMENT-CONCENTRDETO-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02286,ING-PLANT-CITRONVERT-000001,ING-PLANT-CORIANDREFRA-000001,all,raw_or_cooked,0.000,0.000,0.200,0.800,0.200,0.250,0.000,,,,,0.050,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02287,ING-PLANT-CITRONVERT-000001,ING-FERMENT-COULISDETOMA-000001,all,raw_or_cooked,0.000,0.000,0.250,0.750,0.400,0.250,0.000,,,,,0.105,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.25; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02288,ING-PLANT-CITRONVERT-000001,ING-MARINE-CREVETTE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-02289,ING-PLANT-CITRONVERT-000001,ING-DAIRY-CRMELIQUIDEE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02290,ING-PLANT-CITRONVERT-000001,ING-PLANT-CURCUMA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02291,ING-PLANT-CITRONVERT-000001,ING-FUNGUS-CPE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02292,ING-PLANT-CITRONVERT-000001,ING-PLANT-ESTRAGON-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02293,ING-PLANT-CITRONVERT-000001,ING-PLANT-FRAISE-000001,all,raw_or_cooked,0.000,0.000,0.400,0.600,0.400,0.250,0.200,,,,,0.110,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.40; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02294,ING-PLANT-CITRONVERT-000001,ING-PLANT-FRAMBOISE-000001,all,raw_or_cooked,0.000,0.000,0.400,0.600,0.400,0.250,0.400,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.40; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.40
PAIR-02295,ING-PLANT-CITRONVERT-000001,ING-PLANT-FRUITDELAPAS-000001,all,raw_or_cooked,0.000,0.000,0.500,0.500,0.200,0.250,0.400,,,,,0.060,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.50; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.40
PAIR-02296,ING-PLANT-CITRONVERT-000001,ING-PLANT-GINGEMBRE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02297,ING-PLANT-CITRONVERT-000001,ING-TECH-HUILEDOLIVEV-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.400,0.250,0.200,,,,,0.040,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02298,ING-PLANT-CITRONVERT-000001,ING-TECH-HUILEDECOLZA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02299,ING-PLANT-CITRONVERT-000001,ING-TECH-HUILEDETOURN-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02300,ING-PLANT-CITRONVERT-000001,ING-PLANT-KIWI-000001,all,raw_or_cooked,0.000,0.000,0.400,0.600,0.400,0.250,0.400,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.40; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.40
PAIR-02301,ING-PLANT-CITRONVERT-000001,ING-DAIRY-LAITENTIER-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02302,ING-PLANT-CITRONVERT-000001,ING-PLANT-MANGUE-000001,all,raw_or_cooked,0.000,0.000,0.200,0.800,0.400,0.250,0.200,,,,,0.050,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-02303,ING-PLANT-CITRONVERT-000001,ING-PLANT-MENTHE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-02304,ING-PLANT-CITRONVERT-000001,ING-TECH-MIEL-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-02305,ING-PLANT-CITRONVERT-000001,ING-COND-MISOBLANC-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-02306,ING-PLANT-CITRONVERT-000001,ING-MARINE-MOULE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
