ingredient_id,ciqual_alim_code,aliment_name,component_id,component_name,normalized_value,normalized_unit,confidence_code,confidence,source_citation
ING-PLANT-PINARD-000001,20059,"Épinard, cru",SALT,Sel chlorure de sodium (g/100 g),0.2,g,C,0.75,"ANSES Ciqual 2025-11-03 — Données industrielles françaises (2014)-U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-PINARD-000001,20059,"Épinard, cru",NA,Sodium (mg/100 g),79.5,mg,C,0.75,"ANSES Ciqual 2025-11-03 — Données industrielles françaises (2014)-U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-PINARD-000001,20059,"Épinard, cru",PROTEIN,"Protéines, N x 6.25 (g/100 g)",2.68,g,C,0.75,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-PINARD-000001,20059,"Épinard, cru",CARB,Glucides (g/100 g),3.06,g,C,0.75,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-PINARD-000001,20059,"Épinard, cru",SUGAR,Sucres (g/100 g),0.46,g,C,0.75,"ANSES Ciqual 2025-11-03 — Données industrielles françaises (2014)-U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-PINARD-000001,20059,"Épinard, cru",FIBER,Fibres alimentaires (g/100 g),2.6,g,C,0.75,"ANSES Ciqual 2025-11-03 — Données industrielles françaises (2014)-U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-PINARD-000001,20059,"Épinard, cru",FAT,Lipides (g/100 g),0.39,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-PINARD-000001,20059,"Épinard, cru",FAT_SAT,AG saturés (g/100 g),0.063,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-HARICOTNOIR-000001,20061,"Haricot vert, cru",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",134.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-HARICOTNOIR-000001,20061,"Haricot vert, cru",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",31.9,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-HARICOTNOIR-000001,20061,"Haricot vert, cru",WATER,Eau (g/100 g),90.3,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-HARICOTNOIR-000001,20061,"Haricot vert, cru",SALT,Sel chlorure de sodium (g/100 g),0.015,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-HARICOTNOIR-000001,20061,"Haricot vert, cru",NA,Sodium (mg/100 g),6.0,mg,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-HARICOTNOIR-000001,20061,"Haricot vert, cru",PROTEIN,"Protéines, N x 6.25 (g/100 g)",1.83,g,C,0.75,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-HARICOTNOIR-000001,20061,"Haricot vert, cru",CARB,Glucides (g/100 g),4.14,g,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-HARICOTNOIR-000001,20061,"Haricot vert, cru",SUGAR,Sucres (g/100 g),3.26,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-HARICOTNOIR-000001,20061,"Haricot vert, cru",FIBER,Fibres alimentaires (g/100 g),2.7,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-HARICOTNOIR-000001,20061,"Haricot vert, cru",FAT,Lipides (g/100 g),0.22,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-HARICOTNOIR-000001,20061,"Haricot vert, cru",FAT_SAT,AG saturés (g/100 g),0.05,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-NAVET-000001,20064,"Navet, pelé, cru",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",108.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-NAVET-000001,20064,"Navet, pelé, cru",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",25.6,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-NAVET-000001,20064,"Navet, pelé, cru",WATER,Eau (g/100 g),91.9,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-NAVET-000001,20064,"Navet, pelé, cru",SALT,Sel chlorure de sodium (g/100 g),0.17,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-NAVET-000001,20064,"Navet, pelé, cru",NA,Sodium (mg/100 g),67.0,mg,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-NAVET-000001,20064,"Navet, pelé, cru",PROTEIN,"Protéines, N x 6.25 (g/100 g)",0.9,g,C,0.75,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-NAVET-000001,20064,"Navet, pelé, cru",CARB,Glucides (g/100 g),4.39,g,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-NAVET-000001,20064,"Navet, pelé, cru",SUGAR,Sucres (g/100 g),3.71,g,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-NAVET-000001,20064,"Navet, pelé, cru",FIBER,Fibres alimentaires (g/100 g),1.8,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-NAVET-000001,20064,"Navet, pelé, cru",FAT,Lipides (g/100 g),0.1,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-NAVET-000001,20064,"Navet, pelé, cru",FAT_SAT,AG saturés (g/100 g),0.011,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-FERMENT-CONCENTRDETO-000001,20068,"Tomate, concentré, appertisé",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",419.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-FERMENT-CONCENTRDETO-000001,20068,"Tomate, concentré, appertisé",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",99.2,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-FERMENT-CONCENTRDETO-000001,20068,"Tomate, concentré, appertisé",WATER,Eau (g/100 g),72.0,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual 2007 (c )
ING-FERMENT-CONCENTRDETO-000001,20068,"Tomate, concentré, appertisé",SALT,Sel chlorure de sodium (g/100 g),0.27,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual 2007 (c )
ING-FERMENT-CONCENTRDETO-000001,20068,"Tomate, concentré, appertisé",NA,Sodium (mg/100 g),108.0,mg,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual 2007 (c )
ING-FERMENT-CONCENTRDETO-000001,20068,"Tomate, concentré, appertisé",PROTEIN,"Protéines, N x 6.25 (g/100 g)",4.4,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-FERMENT-CONCENTRDETO-000001,20068,"Tomate, concentré, appertisé",CARB,Glucides (g/100 g),17.1,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-FERMENT-CONCENTRDETO-000001,20068,"Tomate, concentré, appertisé",SUGAR,Sucres (g/100 g),13.3,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual 2007 (c )
ING-FERMENT-CONCENTRDETO-000001,20068,"Tomate, concentré, appertisé",FIBER,Fibres alimentaires (g/100 g),4.2,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual 2007 (c )
ING-FERMENT-CONCENTRDETO-000001,20068,"Tomate, concentré, appertisé",FAT,Lipides (g/100 g),0.53,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual 2007 (c )
ING-FERMENT-CONCENTRDETO-000001,20068,"Tomate, concentré, appertisé",FAT_SAT,AG saturés (g/100 g),0.1,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-CHOUVERT-000001,20069,"Chou vert, cru",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",102.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-CHOUVERT-000001,20069,"Chou vert, cru",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",24.4,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-CHOUVERT-000001,20069,"Chou vert, cru",WATER,Eau (g/100 g),92.1,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-CHOUVERT-000001,20069,"Chou vert, cru",SALT,Sel chlorure de sodium (g/100 g),0.051,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-CHOUVERT-000001,20069,"Chou vert, cru",NA,Sodium (mg/100 g),20.5,mg,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-CHOUVERT-000001,20069,"Chou vert, cru",PROTEIN,"Protéines, N x 6.25 (g/100 g)",1.43,g,B,0.85,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-CHOUVERT-000001,20069,"Chou vert, cru",CARB,Glucides (g/100 g),2.74,g,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-CHOUVERT-000001,20069,"Chou vert, cru",SUGAR,Sucres (g/100 g),2.74,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-CHOUVERT-000001,20069,"Chou vert, cru",FIBER,Fibres alimentaires (g/100 g),2.55,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-CHOUVERT-000001,20069,"Chou vert, cru",FAT,Lipides (g/100 g),0.14,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-CHOUVERT-000001,20069,"Chou vert, cru",FAT_SAT,AG saturés (g/100 g),0.023,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-POIVRONVERT-000001,20085,"Poivron vert, cru",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",93.9,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-POIVRONVERT-000001,20085,"Poivron vert, cru",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",22.5,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-POIVRONVERT-000001,20085,"Poivron vert, cru",WATER,Eau (g/100 g),93.0,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-POIVRONVERT-000001,20085,"Poivron vert, cru",PROTEIN,"Protéines, N x 6.25 (g/100 g)",0.81,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-POIVRONVERT-000001,20085,"Poivron vert, cru",CARB,Glucides (g/100 g),3.43,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-POIVRONVERT-000001,20085,"Poivron vert, cru",SUGAR,Sucres (g/100 g),3.0,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-POIVRONVERT-000001,20085,"Poivron vert, cru",FIBER,Fibres alimentaires (g/100 g),3.2,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-POIVRONROUGE-000001,20087,"Poivron rouge, cru",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",141.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-POIVRONROUGE-000001,20087,"Poivron rouge, cru",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",33.6,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-POIVRONROUGE-000001,20087,"Poivron rouge, cru",WATER,Eau (g/100 g),90.2,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-POIVRONROUGE-000001,20087,"Poivron rouge, cru",PROTEIN,"Protéines, N x 6.25 (g/100 g)",1.06,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-POIVRONROUGE-000001,20087,"Poivron rouge, cru",CARB,Glucides (g/100 g),5.98,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-POIVRONROUGE-000001,20087,"Poivron rouge, cru",SUGAR,Sucres (g/100 g),4.8,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-POIVRONROUGE-000001,20087,"Poivron rouge, cru",FIBER,Fibres alimentaires (g/100 g),3.2,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-BETTERAVE-000001,20091,"Betterave rouge, crue",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",169.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-BETTERAVE-000001,20091,"Betterave rouge, crue",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",40.2,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-BETTERAVE-000001,20091,"Betterave rouge, crue",WATER,Eau (g/100 g),87.6,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-BETTERAVE-000001,20091,"Betterave rouge, crue",SALT,Sel chlorure de sodium (g/100 g),0.2,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-BETTERAVE-000001,20091,"Betterave rouge, crue",NA,Sodium (mg/100 g),78.0,mg,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-BETTERAVE-000001,20091,"Betterave rouge, crue",PROTEIN,"Protéines, N x 6.25 (g/100 g)",1.61,g,B,0.85,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-BETTERAVE-000001,20091,"Betterave rouge, crue",CARB,Glucides (g/100 g),6.34,g,C,0.75,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-BETTERAVE-000001,20091,"Betterave rouge, crue",SUGAR,Sucres (g/100 g),6.34,g,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-BETTERAVE-000001,20091,"Betterave rouge, crue",FIBER,Fibres alimentaires (g/100 g),2.8,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-BETTERAVE-000001,20091,"Betterave rouge, crue",FAT,Lipides (g/100 g),0.17,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-BETTERAVE-000001,20091,"Betterave rouge, crue",FAT_SAT,AG saturés (g/100 g),0.027,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-CHALOTE-000001,20097,"Échalote, crue",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",261.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-CHALOTE-000001,20097,"Échalote, crue",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",61.7,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-CHALOTE-000001,20097,"Échalote, crue",WATER,Eau (g/100 g),82.3,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-CHALOTE-000001,20097,"Échalote, crue",SALT,Sel chlorure de sodium (g/100 g),0.013,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-CHALOTE-000001,20097,"Échalote, crue",NA,Sodium (mg/100 g),5.0,mg,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-CHALOTE-000001,20097,"Échalote, crue",PROTEIN,"Protéines, N x 6.25 (g/100 g)",1.81,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-CHALOTE-000001,20097,"Échalote, crue",CARB,Glucides (g/100 g),12.2,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-CHALOTE-000001,20097,"Échalote, crue",SUGAR,Sucres (g/100 g),3.3,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-CHALOTE-000001,20097,"Échalote, crue",FIBER,Fibres alimentaires (g/100 g),2.6,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-MCHE-000001,20099,"Mâche, crue",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",62.6,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-MCHE-000001,20099,"Mâche, crue",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",15.0,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-MCHE-000001,20099,"Mâche, crue",WATER,Eau (g/100 g),93.7,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-MCHE-000001,20099,"Mâche, crue",PROTEIN,"Protéines, N x 6.25 (g/100 g)",2.0,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-MCHE-000001,20099,"Mâche, crue",CARB,Glucides (g/100 g),0.5,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-MCHE-000001,20099,"Mâche, crue",FIBER,Fibres alimentaires (g/100 g),2.3,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-FUNGUS-GIROLLE-000001,20103,"Champignon, chanterelle ou girolle, crue",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",102.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-FUNGUS-GIROLLE-000001,20103,"Champignon, chanterelle ou girolle, crue",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",24.7,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-FUNGUS-GIROLLE-000001,20103,"Champignon, chanterelle ou girolle, crue",WATER,Eau (g/100 g),89.9,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-FUNGUS-GIROLLE-000001,20103,"Champignon, chanterelle ou girolle, crue",SALT,Sel chlorure de sodium (g/100 g),0.023,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-FUNGUS-GIROLLE-000001,20103,"Champignon, chanterelle ou girolle, crue",NA,Sodium (mg/100 g),9.0,mg,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-FUNGUS-GIROLLE-000001,20103,"Champignon, chanterelle ou girolle, crue",PROTEIN,"Protéines, N x 6.25 (g/100 g)",1.49,g,B,0.85,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-FUNGUS-GIROLLE-000001,20103,"Champignon, chanterelle ou girolle, crue",CARB,Glucides (g/100 g),1.77,g,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-FUNGUS-GIROLLE-000001,20103,"Champignon, chanterelle ou girolle, crue",SUGAR,Sucres (g/100 g),1.16,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-FUNGUS-GIROLLE-000001,20103,"Champignon, chanterelle ou girolle, crue",FIBER,Fibres alimentaires (g/100 g),3.8,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
