nutrition_record_id,ingredient_id,ingredient_state_id,canonical_name_fr,source_id,source_food_id,source_food_name,source_version,source_country,component_id,component_name,component_group,original_value,original_unit,normalized_value,normalized_unit,basis,value_qualifier,value_type,min_value,max_value,sample_count,analytical_method,derivation_method,data_date,retrieval_date,source_url,confidence,mapping_confidence,notes
NUTR-0000392,ING-PLANT-AIL-000001,raw,Ail,CIQUAL,13099,"Ail, cru",2024,France,K,Potassium,mineral,401,mg,401,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000393,ING-PLANT-AIL-000001,raw,Ail,CIQUAL,13099,"Ail, cru",2024,France,CA,Calcium,mineral,18,mg,18,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000394,ING-PLANT-AIL-000001,raw,Ail,CIQUAL,13099,"Ail, cru",2024,France,FE,Fer,mineral,1.7,mg,1.7,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000395,ING-PLANT-AIL-000001,raw,Ail,CIQUAL,13099,"Ail, cru",2024,France,VITC,Vitamine C,vitamin,31.2,mg,31.2,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000396,ING-PLANT-AIL-000001,raw,Ail,CIQUAL,13099,"Ail, cru",2024,France,VITB6,Vitamine B6,vitamin,1.235,mg,1.235,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000397,ING-PLANT-AIL-000001,raw,Ail,CIQUAL,13099,"Ail, cru",2024,France,FOL,Folates totaux,vitamin,3,µg,3,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000398,ING-PLANT-BROCOLI-000001,raw,Brocoli,USDAFDC,170379,"Broccoli, raw",2024-10,United States,ENERCKCAL,Énergie (kcal),energy,34,kcal,34,kcal,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000399,ING-PLANT-BROCOLI-000001,raw,Brocoli,USDAFDC,170379,"Broccoli, raw",2024-10,United States,WATER,Eau,matrix,89.3,g,89.3,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000400,ING-PLANT-BROCOLI-000001,raw,Brocoli,USDAFDC,170379,"Broccoli, raw",2024-10,United States,PROTEIN,Protéines,macronutrient,2.82,g,2.82,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000401,ING-PLANT-BROCOLI-000001,raw,Brocoli,USDAFDC,170379,"Broccoli, raw",2024-10,United States,FAT,Lipides totaux,macronutrient,0.37,g,0.37,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000402,ING-PLANT-BROCOLI-000001,raw,Brocoli,USDAFDC,170379,"Broccoli, raw",2024-10,United States,CARB,Glucides totaux,macronutrient,6.64,g,6.64,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000403,ING-PLANT-BROCOLI-000001,raw,Brocoli,USDAFDC,170379,"Broccoli, raw",2024-10,United States,SUGAR,Sucres totaux,carbohydrate,1.7,g,1.7,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000404,ING-PLANT-BROCOLI-000001,raw,Brocoli,USDAFDC,170379,"Broccoli, raw",2024-10,United States,FIBER,Fibres alimentaires,carbohydrate,2.6,g,2.6,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000405,ING-PLANT-BROCOLI-000001,raw,Brocoli,USDAFDC,170379,"Broccoli, raw",2024-10,United States,K,Potassium,mineral,316,mg,316,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000406,ING-PLANT-BROCOLI-000001,raw,Brocoli,USDAFDC,170379,"Broccoli, raw",2024-10,United States,CA,Calcium,mineral,47,mg,47,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000407,ING-PLANT-BROCOLI-000001,raw,Brocoli,USDAFDC,170379,"Broccoli, raw",2024-10,United States,FE,Fer,mineral,0.73,mg,0.73,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000408,ING-PLANT-BROCOLI-000001,raw,Brocoli,USDAFDC,170379,"Broccoli, raw",2024-10,United States,VITC,Vitamine C,vitamin,89.2,mg,89.2,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000409,ING-PLANT-BROCOLI-000001,raw,Brocoli,USDAFDC,170379,"Broccoli, raw",2024-10,United States,VITK,Vitamine K,vitamin,101.6,µg,101.6,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000410,ING-PLANT-BROCOLI-000001,raw,Brocoli,USDAFDC,170379,"Broccoli, raw",2024-10,United States,FOL,Folates totaux,vitamin,63,µg,63,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000411,ING-PLANT-PINARD-000001,raw,Épinard,USDAFDC,168409,"Spinach, raw",2024-10,United States,ENERCKCAL,Énergie (kcal),energy,23,kcal,23,kcal,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000412,ING-PLANT-PINARD-000001,raw,Épinard,USDAFDC,168409,"Spinach, raw",2024-10,United States,WATER,Eau,matrix,91.4,g,91.4,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000413,ING-PLANT-PINARD-000001,raw,Épinard,USDAFDC,168409,"Spinach, raw",2024-10,United States,PROTEIN,Protéines,macronutrient,2.86,g,2.86,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000414,ING-PLANT-PINARD-000001,raw,Épinard,USDAFDC,168409,"Spinach, raw",2024-10,United States,FAT,Lipides totaux,macronutrient,0.39,g,0.39,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000415,ING-PLANT-PINARD-000001,raw,Épinard,USDAFDC,168409,"Spinach, raw",2024-10,United States,CARB,Glucides totaux,macronutrient,3.63,g,3.63,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000416,ING-PLANT-PINARD-000001,raw,Épinard,USDAFDC,168409,"Spinach, raw",2024-10,United States,FIBER,Fibres alimentaires,carbohydrate,2.2,g,2.2,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000417,ING-PLANT-PINARD-000001,raw,Épinard,USDAFDC,168409,"Spinach, raw",2024-10,United States,K,Potassium,mineral,558,mg,558,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000418,ING-PLANT-PINARD-000001,raw,Épinard,USDAFDC,168409,"Spinach, raw",2024-10,United States,CA,Calcium,mineral,99,mg,99,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000419,ING-PLANT-PINARD-000001,raw,Épinard,USDAFDC,168409,"Spinach, raw",2024-10,United States,FE,Fer,mineral,2.71,mg,2.71,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000420,ING-PLANT-PINARD-000001,raw,Épinard,USDAFDC,168409,"Spinach, raw",2024-10,United States,VITC,Vitamine C,vitamin,28.1,mg,28.1,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000421,ING-PLANT-PINARD-000001,raw,Épinard,USDAFDC,168409,"Spinach, raw",2024-10,United States,VITA,Vitamine A (équivalent rétinol),vitamin,469,µg,469,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000422,ING-PLANT-PINARD-000001,raw,Épinard,USDAFDC,168409,"Spinach, raw",2024-10,United States,FOL,Folates totaux,vitamin,194,µg,194,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000423,ING-PLANT-PINARD-000001,raw,Épinard,USDAFDC,168409,"Spinach, raw",2024-10,United States,VITK,Vitamine K,vitamin,482.9,µg,482.9,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000424,ING-FUNGUS-CHAMPIGNONDE-000001,raw,Champignon de Paris,CIQUAL,13130,"Champignon de Paris, cru",2024,France,ENERCKCAL,Énergie (kcal),energy,22,kcal,22,kcal,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000425,ING-FUNGUS-CHAMPIGNONDE-000001,raw,Champignon de Paris,CIQUAL,13130,"Champignon de Paris, cru",2024,France,WATER,Eau,matrix,92.4,g,92.4,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000426,ING-FUNGUS-CHAMPIGNONDE-000001,raw,Champignon de Paris,CIQUAL,13130,"Champignon de Paris, cru",2024,France,PROTEIN,Protéines,macronutrient,3.1,g,3.1,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000427,ING-FUNGUS-CHAMPIGNONDE-000001,raw,Champignon de Paris,CIQUAL,13130,"Champignon de Paris, cru",2024,France,FAT,Lipides totaux,macronutrient,0.34,g,0.34,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000428,ING-FUNGUS-CHAMPIGNONDE-000001,raw,Champignon de Paris,CIQUAL,13130,"Champignon de Paris, cru",2024,France,CARB,Glucides totaux,macronutrient,3.3,g,3.3,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000429,ING-FUNGUS-CHAMPIGNONDE-000001,raw,Champignon de Paris,CIQUAL,13130,"Champignon de Paris, cru",2024,France,SUGAR,Sucres totaux,carbohydrate,1.98,g,1.98,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000430,ING-FUNGUS-CHAMPIGNONDE-000001,raw,Champignon de Paris,CIQUAL,13130,"Champignon de Paris, cru",2024,France,FIBER,Fibres alimentaires,carbohydrate,1.0,g,1.0,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000431,ING-FUNGUS-CHAMPIGNONDE-000001,raw,Champignon de Paris,CIQUAL,13130,"Champignon de Paris, cru",2024,France,K,Potassium,mineral,318,mg,318,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000432,ING-FUNGUS-CHAMPIGNONDE-000001,raw,Champignon de Paris,CIQUAL,13130,"Champignon de Paris, cru",2024,France,NA,Sodium,mineral,5,mg,5,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000433,ING-FUNGUS-CHAMPIGNONDE-000001,raw,Champignon de Paris,CIQUAL,13130,"Champignon de Paris, cru",2024,France,FE,Fer,mineral,0.5,mg,0.5,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000434,ING-FUNGUS-CHAMPIGNONDE-000001,raw,Champignon de Paris,CIQUAL,13130,"Champignon de Paris, cru",2024,France,VITD,Vitamine D,vitamin,0.2,µg,0.2,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000435,ING-FUNGUS-CHAMPIGNONDE-000001,raw,Champignon de Paris,CIQUAL,13130,"Champignon de Paris, cru",2024,France,RIBFL,Vitamine B2 (riboflavine),vitamin,0.402,mg,0.402,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000436,ING-PLANT-MAS-000001,raw,Maïs grain,USDAFDC,170288,"Corn, sweet, yellow, raw",2024-10,United States,ENERCKCAL,Énergie (kcal),energy,86,kcal,86,kcal,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000437,ING-PLANT-MAS-000001,raw,Maïs grain,USDAFDC,170288,"Corn, sweet, yellow, raw",2024-10,United States,WATER,Eau,matrix,76.1,g,76.1,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000438,ING-PLANT-MAS-000001,raw,Maïs grain,USDAFDC,170288,"Corn, sweet, yellow, raw",2024-10,United States,PROTEIN,Protéines,macronutrient,3.27,g,3.27,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000439,ING-PLANT-MAS-000001,raw,Maïs grain,USDAFDC,170288,"Corn, sweet, yellow, raw",2024-10,United States,FAT,Lipides totaux,macronutrient,1.35,g,1.35,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000440,ING-PLANT-MAS-000001,raw,Maïs grain,USDAFDC,170288,"Corn, sweet, yellow, raw",2024-10,United States,CARB,Glucides totaux,macronutrient,18.7,g,18.7,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000441,ING-PLANT-MAS-000001,raw,Maïs grain,USDAFDC,170288,"Corn, sweet, yellow, raw",2024-10,United States,SUGAR,Sucres totaux,carbohydrate,6.26,g,6.26,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000442,ING-PLANT-MAS-000001,raw,Maïs grain,USDAFDC,170288,"Corn, sweet, yellow, raw",2024-10,United States,FIBER,Fibres alimentaires,carbohydrate,2.0,g,2.0,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000443,ING-PLANT-MAS-000001,raw,Maïs grain,USDAFDC,170288,"Corn, sweet, yellow, raw",2024-10,United States,K,Potassium,mineral,270,mg,270,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000444,ING-PLANT-MAS-000001,raw,Maïs grain,USDAFDC,170288,"Corn, sweet, yellow, raw",2024-10,United States,NA,Sodium,mineral,15,mg,15,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000445,ING-PLANT-MAS-000001,raw,Maïs grain,USDAFDC,170288,"Corn, sweet, yellow, raw",2024-10,United States,FE,Fer,mineral,0.52,mg,0.52,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000446,ING-PLANT-MAS-000001,raw,Maïs grain,USDAFDC,170288,"Corn, sweet, yellow, raw",2024-10,United States,VITC,Vitamine C,vitamin,6.8,mg,6.8,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000447,ING-PLANT-MAS-000001,raw,Maïs grain,USDAFDC,170288,"Corn, sweet, yellow, raw",2024-10,United States,THIAMIN,Vitamine B1 (thiamine),vitamin,0.155,mg,0.155,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000448,ING-PLANT-MAS-000001,raw,Maïs grain,USDAFDC,170288,"Corn, sweet, yellow, raw",2024-10,United States,FOL,Folates totaux,vitamin,42,µg,42,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000449,ING-PLANT-POISCHICHE-000001,dried,Pois chiche sec,CIQUAL,13110,"Pois chiche, sec",2024,France,ENERCKCAL,Énergie (kcal),energy,360,kcal,360,kcal,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000450,ING-PLANT-POISCHICHE-000001,dried,Pois chiche sec,CIQUAL,13110,"Pois chiche, sec",2024,France,WATER,Eau,matrix,9.3,g,9.3,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000451,ING-PLANT-POISCHICHE-000001,dried,Pois chiche sec,CIQUAL,13110,"Pois chiche, sec",2024,France,PROTEIN,Protéines,macronutrient,19.7,g,19.7,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000452,ING-PLANT-POISCHICHE-000001,dried,Pois chiche sec,CIQUAL,13110,"Pois chiche, sec",2024,France,FAT,Lipides totaux,macronutrient,5.4,g,5.4,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000453,ING-PLANT-POISCHICHE-000001,dried,Pois chiche sec,CIQUAL,13110,"Pois chiche, sec",2024,France,CARB,Glucides totaux,macronutrient,55.0,g,55.0,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000454,ING-PLANT-POISCHICHE-000001,dried,Pois chiche sec,CIQUAL,13110,"Pois chiche, sec",2024,France,SUGAR,Sucres totaux,carbohydrate,7.5,g,7.5,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000455,ING-PLANT-POISCHICHE-000001,dried,Pois chiche sec,CIQUAL,13110,"Pois chiche, sec",2024,France,STARCH,Amidon,carbohydrate,41.0,g,41.0,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000456,ING-PLANT-POISCHICHE-000001,dried,Pois chiche sec,CIQUAL,13110,"Pois chiche, sec",2024,France,FIBER,Fibres alimentaires,carbohydrate,12.2,g,12.2,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000457,ING-PLANT-POISCHICHE-000001,dried,Pois chiche sec,CIQUAL,13110,"Pois chiche, sec",2024,France,K,Potassium,mineral,900,mg,900,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000458,ING-PLANT-POISCHICHE-000001,dried,Pois chiche sec,CIQUAL,13110,"Pois chiche, sec",2024,France,FE,Fer,mineral,5.4,mg,5.4,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000459,ING-PLANT-POISCHICHE-000001,dried,Pois chiche sec,CIQUAL,13110,"Pois chiche, sec",2024,France,MG,Magnésium,mineral,120,mg,120,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000460,ING-PLANT-POISCHICHE-000001,dried,Pois chiche sec,CIQUAL,13110,"Pois chiche, sec",2024,France,FOL,Folates totaux,vitamin,350,µg,350,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000461,ING-PLANT-LENTILLEVERT-000001,dried,Lentille verte sec,CIQUAL,13111,"Lentille, sèche",2024,France,ENERCKCAL,Énergie (kcal),energy,350,kcal,350,kcal,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000462,ING-PLANT-LENTILLEVERT-000001,dried,Lentille verte sec,CIQUAL,13111,"Lentille, sèche",2024,France,WATER,Eau,matrix,9.0,g,9.0,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000463,ING-PLANT-LENTILLEVERT-000001,dried,Lentille verte sec,CIQUAL,13111,"Lentille, sèche",2024,France,PROTEIN,Protéines,macronutrient,23.4,g,23.4,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000464,ING-PLANT-LENTILLEVERT-000001,dried,Lentille verte sec,CIQUAL,13111,"Lentille, sèche",2024,France,FAT,Lipides totaux,macronutrient,1.6,g,1.6,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000465,ING-PLANT-LENTILLEVERT-000001,dried,Lentille verte sec,CIQUAL,13111,"Lentille, sèche",2024,France,CARB,Glucides totaux,macronutrient,56.0,g,56.0,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000466,ING-PLANT-LENTILLEVERT-000001,dried,Lentille verte sec,CIQUAL,13111,"Lentille, sèche",2024,France,STARCH,Amidon,carbohydrate,42.0,g,42.0,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000467,ING-PLANT-LENTILLEVERT-000001,dried,Lentille verte sec,CIQUAL,13111,"Lentille, sèche",2024,France,FIBER,Fibres alimentaires,carbohydrate,11.5,g,11.5,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000468,ING-PLANT-LENTILLEVERT-000001,dried,Lentille verte sec,CIQUAL,13111,"Lentille, sèche",2024,France,FE,Fer,mineral,7.0,mg,7.0,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000469,ING-PLANT-LENTILLEVERT-000001,dried,Lentille verte sec,CIQUAL,13111,"Lentille, sèche",2024,France,K,Potassium,mineral,820,mg,820,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000470,ING-PLANT-LENTILLEVERT-000001,dried,Lentille verte sec,CIQUAL,13111,"Lentille, sèche",2024,France,FOL,Folates totaux,vitamin,350,µg,350,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000471,ING-PLANT-HARICOTROUGE-000001,dried,Haricot rouge sec,USDAFDC,173757,"Beans, kidney, all types, mature seeds, raw",2024-10,United States,ENERCKCAL,Énergie (kcal),energy,333,kcal,333,kcal,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000472,ING-PLANT-HARICOTROUGE-000001,dried,Haricot rouge sec,USDAFDC,173757,"Beans, kidney, all types, mature seeds, raw",2024-10,United States,WATER,Eau,matrix,11.8,g,11.8,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000473,ING-PLANT-HARICOTROUGE-000001,dried,Haricot rouge sec,USDAFDC,173757,"Beans, kidney, all types, mature seeds, raw",2024-10,United States,PROTEIN,Protéines,macronutrient,23.6,g,23.6,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000474,ING-PLANT-HARICOTROUGE-000001,dried,Haricot rouge sec,USDAFDC,173757,"Beans, kidney, all types, mature seeds, raw",2024-10,United States,FAT,Lipides totaux,macronutrient,0.83,g,0.83,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000475,ING-PLANT-HARICOTROUGE-000001,dried,Haricot rouge sec,USDAFDC,173757,"Beans, kidney, all types, mature seeds, raw",2024-10,United States,CARB,Glucides totaux,macronutrient,60.0,g,60.0,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000476,ING-PLANT-HARICOTROUGE-000001,dried,Haricot rouge sec,USDAFDC,173757,"Beans, kidney, all types, mature seeds, raw",2024-10,United States,FIBER,Fibres alimentaires,carbohydrate,24.9,g,24.9,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000477,ING-PLANT-HARICOTROUGE-000001,dried,Haricot rouge sec,USDAFDC,173757,"Beans, kidney, all types, mature seeds, raw",2024-10,United States,K,Potassium,mineral,1359,mg,1359,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000478,ING-PLANT-HARICOTROUGE-000001,dried,Haricot rouge sec,USDAFDC,173757,"Beans, kidney, all types, mature seeds, raw",2024-10,United States,FE,Fer,mineral,8.2,mg,8.2,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000479,ING-PLANT-HARICOTROUGE-000001,dried,Haricot rouge sec,USDAFDC,173757,"Beans, kidney, all types, mature seeds, raw",2024-10,United States,FOL,Folates totaux,vitamin,394,µg,394,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000480,ING-PLANT-SOJA-000001,dried,Soja sec,USDAFDC,174270,"Soybeans, mature seeds, raw",2024-10,United States,ENERCKCAL,Énergie (kcal),energy,446,kcal,446,kcal,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000481,ING-PLANT-SOJA-000001,dried,Soja sec,USDAFDC,174270,"Soybeans, mature seeds, raw",2024-10,United States,WATER,Eau,matrix,8.5,g,8.5,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
NUTR-0000482,ING-PLANT-SOJA-000001,dried,Soja sec,USDAFDC,174270,"Soybeans, mature seeds, raw",2024-10,United States,PROTEIN,Protéines,macronutrient,36.5,g,36.5,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
