ingredient_id,canonical_name_fr,canonical_name_en,aliases_fr,aliases_en,scientific_name,kingdom_or_origin,category_level_1,category_level_2,category_level_3,source_organism,anatomical_part,ingredient_class,raw_or_intermediate,processing_state,physical_form,fermented,dried,smoked,roasted,concentrated,alcoholic,generic_abv_range,country_or_region_relevance,foodon_id,langual_ids,foodex2_code,ciqual_ids,usda_fdc_ids,other_external_ids,allergen_tags,regulatory_notes,source_refs,confidence,review_status,notes
ING-PLANT-SOJA-000001,Soja sec,"Soybean, dry",soja,soybean,Glycine max,Plantae,végétal,légumineuse,graine sèche,Glycine max,graine,légumineuse sèche,raw,dried,whole,,true,,,,,,,FOODON:0330116,,,13120,173757,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-SOJACUIT-000001,Soja cuit,"Soybean, cooked",soja bouilli,cooked soybean,Glycine max,Plantae,végétal,légumineuse,graine cuite,Glycine max,graine,légumineuse cuite,intermediate,boiled,whole,,,,,,,,,FOODON:0330117,,,13120C,173757C,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-LUPIN-000001,Lupin sec,"Lupin, dry",lupin,lupin,Lupinus albus,Plantae,végétal,légumineuse,graine sèche,Lupinus albus,graine,légumineuse sèche,raw,dried,whole,,true,,,,,,,FOODON:0330116,,,13121,173757,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-LUPINCUIT-000001,Lupin cuit,"Lupin, cooked",lupin bouilli,cooked lupin,Lupinus albus,Plantae,végétal,légumineuse,graine cuite,Lupinus albus,graine,légumineuse cuite,intermediate,boiled,whole,,,,,,,,,FOODON:0330117,,,13121C,173757C,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-FUNGUS-CHAMPIGNONDE-000001,Champignon de Paris,Button mushroom,champignon de paris,button mushroom,Agaricus bisporus,Fungi,fungi,champignon,cultivé,Agaricus bisporus,fructification,champignon,raw,fresh,whole,,,,,,,,,FOODON:0330257,,,13130,169251,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-FUNGUS-CPE-000001,Cèpe,Porcini,cèpe,porcini,Boletus edulis,Fungi,fungi,champignon,sauvage,Boletus edulis,fructification,champignon,raw,fresh,whole,,,,,,,,,FOODON:0330257,,,13131,169251,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-FUNGUS-GIROLLE-000001,Girolle,Chanterelle,girolle,chanterelle,Cantharellus cibarius,Fungi,fungi,champignon,sauvage,Cantharellus cibarius,fructification,champignon,raw,fresh,whole,,,,,,,,,FOODON:0330257,,,13132,169251,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-FUNGUS-PLEUROTE-000001,Pleurote,Oyster mushroom,pleurote,oyster mushroom,Pleurotus ostreatus,Fungi,fungi,champignon,cultivé,Pleurotus ostreatus,fructification,champignon,raw,fresh,whole,,,,,,,,,FOODON:0330257,,,13133,169251,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-FUNGUS-SHIITAKE-000001,Shiitake,Shiitake,shiitake,shiitake,Lentinula edodes,Fungi,fungi,champignon,cultivé,Lentinula edodes,fructification,champignon,raw,fresh,whole,,,,,,,,,FOODON:0330257,,,13134,169251,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-FUNGUS-MORILLE-000001,Morille,Morel,morille,morel,Morchella esculenta,Fungi,fungi,champignon,sauvage,Morchella esculenta,fructification,champignon,raw,fresh,whole,,,,,,,,,FOODON:0330257,,,13135,169251,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-FUNGUS-TRUFFENOIRE-000001,Truffe noire,Black truffle,truffe noire,black truffle,Tuber melanosporum,Fungi,fungi,champignon,sauvage,Tuber melanosporum,fructification,champignon,raw,fresh,whole,,,,,,,,,FOODON:0330257,,,13136,169251,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-MARINE-WAKAM-000001,Wakamé,Wakame,wakamé,wakame,Undaria pinnatifida,Chromista/Plantae,algue,macroalgue,brune,Undaria pinnatifida,thalle,algue alimentaire,raw,dried,flakes,,true,,,,,,,FOODON:0331117,,,13140,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-MARINE-NORI-000001,Nori,Nori,nori,nori,Pyropia yezoensis,Chromista/Plantae,algue,macroalgue,rouge,Pyropia yezoensis,thalle,algue alimentaire,raw,dried,flakes,,true,,,,,,,FOODON:0331117,,,13141,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-MARINE-KOMBU-000001,Kombu,Kombu,kombu,kombu,Saccharina japonica,Chromista/Plantae,algue,macroalgue,brune,Saccharina japonica,thalle,algue alimentaire,raw,dried,flakes,,true,,,,,,,FOODON:0331117,,,13142,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-MARINE-DULSE-000001,Dulse,Dulse,dulse,dulse,Palmaria palmata,Chromista/Plantae,algue,macroalgue,rouge,Palmaria palmata,thalle,algue alimentaire,raw,dried,flakes,,true,,,,,,,FOODON:0331117,,,13143,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-MARINE-SPAGHETTIDEM-000001,Spaghetti de mer,Sea spaghetti,spaghetti de mer,sea spaghetti,Himanthalia elongata,Chromista/Plantae,algue,macroalgue,brune,Himanthalia elongata,thalle,algue alimentaire,raw,dried,whole,,true,,,,,,,FOODON:0331117,,,13144,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-MARINE-LAITUEDEMER-000001,Laitue de mer,Sea lettuce,laitue de mer,sea lettuce,Ulva lactuca,Chromista/Plantae,algue,macroalgue,verte,Ulva lactuca,thalle,algue alimentaire,raw,fresh,whole,,false,,,,,,,FOODON:0331117,,,13145,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-MARINE-SPIRULINE-000001,Spiruline,Spirulina,spiruline,spirulina,Arthrospira platensis,Chromista/Plantae,algue,cyanobactérie,verte,Arthrospira platensis,thalle,algue alimentaire,raw,dried,whole,,true,,,,,,,FOODON:0331117,,,13146,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-BLTENDRE-000001,Blé tendre grain,"Common wheat, grain",blé tendre,common wheat,Triticum aestivum,Plantae,végétal,céréale,graine,Triticum aestivum,graine,céréale,raw,dried,grain,,true,,,,,,,FOODON:0330118,,,15020,169736,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FARINEDEBLTE-000001,Farine de blé tendre,Common wheat flour,farine blé tendre,common wheat flour,Triticum aestivum,Plantae,végétal,produit dérivé,farine,Triticum aestivum,graine moulue,farine,intermediate,milled,powder,,,,,,,,,FOODON:0330101,,,15120,,,gluten,Allergène gluten si concerné (UE 1169/2011),FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FLOCONSDEBLT-000001,Flocons de blé tendre,Common wheat flakes,flocons d'blé tendre,common wheat flakes,Triticum aestivum,Plantae,végétal,produit dérivé,flocons,Triticum aestivum,graine laminée,flocons,intermediate,rolled,flakes,,,,,,,,,,,,,,,gluten,,MAESTRO_INTERNAL,0.80,curated,
ING-PLANT-BLDUR-000001,Blé dur grain,"Durum wheat, grain",blé dur,durum wheat,Triticum durum,Plantae,végétal,céréale,graine,Triticum durum,graine,céréale,raw,dried,grain,,true,,,,,,,FOODON:0330118,,,15021,169736,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FARINEDEBLDU-000001,Farine de blé dur,Durum wheat flour,farine blé dur,durum wheat flour,Triticum durum,Plantae,végétal,produit dérivé,farine,Triticum durum,graine moulue,farine,intermediate,milled,powder,,,,,,,,,FOODON:0330101,,,15121,,,gluten,Allergène gluten si concerné (UE 1169/2011),FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FLOCONSDEBLD-000001,Flocons de blé dur,Durum wheat flakes,flocons d'blé dur,durum wheat flakes,Triticum durum,Plantae,végétal,produit dérivé,flocons,Triticum durum,graine laminée,flocons,intermediate,rolled,flakes,,,,,,,,,,,,,,,gluten,,MAESTRO_INTERNAL,0.80,curated,
ING-PLANT-PEAUTRE-000001,Épeautre grain,"Spelt, grain",épeautre,spelt,Triticum spelta,Plantae,végétal,céréale,graine,Triticum spelta,graine,céréale,raw,dried,grain,,true,,,,,,,FOODON:0330118,,,15022,169736,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FARINEDEPEAU-000001,Farine de épeautre,Spelt flour,farine épeautre,spelt flour,Triticum spelta,Plantae,végétal,produit dérivé,farine,Triticum spelta,graine moulue,farine,intermediate,milled,powder,,,,,,,,,FOODON:0330101,,,15122,,,gluten,Allergène gluten si concerné (UE 1169/2011),FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FLOCONSDEPEA-000001,Flocons de épeautre,Spelt flakes,flocons d'épeautre,spelt flakes,Triticum spelta,Plantae,végétal,produit dérivé,flocons,Triticum spelta,graine laminée,flocons,intermediate,rolled,flakes,,,,,,,,,,,,,,,gluten,,MAESTRO_INTERNAL,0.80,curated,
ING-PLANT-SEIGLE-000001,Seigle grain,"Rye, grain",seigle,rye,Secale cereale,Plantae,végétal,céréale,graine,Secale cereale,graine,céréale,raw,dried,grain,,true,,,,,,,FOODON:0330118,,,15023,169883,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FARINEDESEIG-000001,Farine de seigle,Rye flour,farine seigle,rye flour,Secale cereale,Plantae,végétal,produit dérivé,farine,Secale cereale,graine moulue,farine,intermediate,milled,powder,,,,,,,,,FOODON:0330101,,,15123,,,gluten,Allergène gluten si concerné (UE 1169/2011),FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FLOCONSDESEI-000001,Flocons de seigle,Rye flakes,flocons d'seigle,rye flakes,Secale cereale,Plantae,végétal,produit dérivé,flocons,Secale cereale,graine laminée,flocons,intermediate,rolled,flakes,,,,,,,,,,,,,,,gluten,,MAESTRO_INTERNAL,0.80,curated,
ING-PLANT-ORGE-000001,Orge grain,"Barley, grain",orge,barley,Hordeum vulgare,Plantae,végétal,céréale,graine,Hordeum vulgare,graine,céréale,raw,dried,grain,,true,,,,,,,FOODON:0330118,,,15024,170379,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FARINEDEORGE-000001,Farine de orge,Barley flour,farine orge,barley flour,Hordeum vulgare,Plantae,végétal,produit dérivé,farine,Hordeum vulgare,graine moulue,farine,intermediate,milled,powder,,,,,,,,,FOODON:0330101,,,15124,,,gluten,Allergène gluten si concerné (UE 1169/2011),FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FLOCONSDEORG-000001,Flocons de orge,Barley flakes,flocons d'orge,barley flakes,Hordeum vulgare,Plantae,végétal,produit dérivé,flocons,Hordeum vulgare,graine laminée,flocons,intermediate,rolled,flakes,,,,,,,,,,,,,,,gluten,,MAESTRO_INTERNAL,0.80,curated,
ING-PLANT-AVOINE-000001,Avoine grain,"Oat, grain",avoine,oat,Avena sativa,Plantae,végétal,céréale,graine,Avena sativa,graine,céréale,raw,dried,grain,,true,,,,,,,FOODON:0330118,,,15025,173904,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FARINEDEAVOI-000001,Farine de avoine,Oat flour,farine avoine,oat flour,Avena sativa,Plantae,végétal,produit dérivé,farine,Avena sativa,graine moulue,farine,intermediate,milled,powder,,,,,,,,,FOODON:0330101,,,15125,,,,Allergène gluten si concerné (UE 1169/2011),FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FLOCONSDEAVO-000001,Flocons de avoine,Oat flakes,flocons d'avoine,oat flakes,Avena sativa,Plantae,végétal,produit dérivé,flocons,Avena sativa,graine laminée,flocons,intermediate,rolled,flakes,,,,,,,,,,,,,,,,,MAESTRO_INTERNAL,0.80,curated,
ING-PLANT-MAS-000001,Maïs grain,"Corn, grain",maïs,corn,Zea mays,Plantae,végétal,céréale,graine,Zea mays,graine,céréale,raw,dried,grain,,true,,,,,,,FOODON:0330118,,,15026,170288,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FARINEDEMAS-000001,Farine de maïs,Corn flour,farine maïs,corn flour,Zea mays,Plantae,végétal,produit dérivé,farine,Zea mays,graine moulue,farine,intermediate,milled,powder,,,,,,,,,FOODON:0330101,,,15126,,,,Allergène gluten si concerné (UE 1169/2011),FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FLOCONSDEMAS-000001,Flocons de maïs,Corn flakes,flocons d'maïs,corn flakes,Zea mays,Plantae,végétal,produit dérivé,flocons,Zea mays,graine laminée,flocons,intermediate,rolled,flakes,,,,,,,,,,,,,,,,,MAESTRO_INTERNAL,0.80,curated,
ING-PLANT-RIZ-000001,Riz grain,"Rice, grain",riz,rice,Oryza sativa,Plantae,végétal,céréale,graine,Oryza sativa,graine,céréale,raw,dried,grain,,true,,,,,,,FOODON:0330118,,,15027,169640,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FARINEDERIZ-000001,Farine de riz,Rice flour,farine riz,rice flour,Oryza sativa,Plantae,végétal,produit dérivé,farine,Oryza sativa,graine moulue,farine,intermediate,milled,powder,,,,,,,,,FOODON:0330101,,,15127,,,,Allergène gluten si concerné (UE 1169/2011),FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FLOCONSDERIZ-000001,Flocons de riz,Rice flakes,flocons d'riz,rice flakes,Oryza sativa,Plantae,végétal,produit dérivé,flocons,Oryza sativa,graine laminée,flocons,intermediate,rolled,flakes,,,,,,,,,,,,,,,,,MAESTRO_INTERNAL,0.80,curated,
ING-PLANT-MILLET-000001,Millet grain,"Millet, grain",millet,millet,Panicum miliaceum,Plantae,végétal,céréale,graine,Panicum miliaceum,graine,céréale,raw,dried,grain,,true,,,,,,,FOODON:0330118,,,15028,169704,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FARINEDEMILL-000001,Farine de millet,Millet flour,farine millet,millet flour,Panicum miliaceum,Plantae,végétal,produit dérivé,farine,Panicum miliaceum,graine moulue,farine,intermediate,milled,powder,,,,,,,,,FOODON:0330101,,,15128,,,,Allergène gluten si concerné (UE 1169/2011),FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FLOCONSDEMIL-000001,Flocons de millet,Millet flakes,flocons d'millet,millet flakes,Panicum miliaceum,Plantae,végétal,produit dérivé,flocons,Panicum miliaceum,graine laminée,flocons,intermediate,rolled,flakes,,,,,,,,,,,,,,,,,MAESTRO_INTERNAL,0.80,curated,
ING-PLANT-SORGHO-000001,Sorgho grain,"Sorghum, grain",sorgho,sorghum,Sorghum bicolor,Plantae,végétal,céréale,graine,Sorghum bicolor,graine,céréale,raw,dried,grain,,true,,,,,,,FOODON:0330118,,,15029,169706,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FARINEDESORG-000001,Farine de sorgho,Sorghum flour,farine sorgho,sorghum flour,Sorghum bicolor,Plantae,végétal,produit dérivé,farine,Sorghum bicolor,graine moulue,farine,intermediate,milled,powder,,,,,,,,,FOODON:0330101,,,15129,,,,Allergène gluten si concerné (UE 1169/2011),FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FLOCONSDESOR-000001,Flocons de sorgho,Sorghum flakes,flocons d'sorgho,sorghum flakes,Sorghum bicolor,Plantae,végétal,produit dérivé,flocons,Sorghum bicolor,graine laminée,flocons,intermediate,rolled,flakes,,,,,,,,,,,,,,,,,MAESTRO_INTERNAL,0.80,curated,
ING-PLANT-QUINOA-000001,Quinoa grain,"Quinoa, grain",quinoa,quinoa,Chenopodium quinoa,Plantae,végétal,pseudo-céréale,graine,Chenopodium quinoa,graine,céréale,raw,dried,grain,,true,,,,,,,FOODON:0330118,,,15030,169736,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FARINEDEQUIN-000001,Farine de quinoa,Quinoa flour,farine quinoa,quinoa flour,Chenopodium quinoa,Plantae,végétal,produit dérivé,farine,Chenopodium quinoa,graine moulue,farine,intermediate,milled,powder,,,,,,,,,FOODON:0330101,,,15130,,,,Allergène gluten si concerné (UE 1169/2011),FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FLOCONSDEQUI-000001,Flocons de quinoa,Quinoa flakes,flocons d'quinoa,quinoa flakes,Chenopodium quinoa,Plantae,végétal,produit dérivé,flocons,Chenopodium quinoa,graine laminée,flocons,intermediate,rolled,flakes,,,,,,,,,,,,,,,,,MAESTRO_INTERNAL,0.80,curated,
ING-PLANT-SARRASIN-000001,Sarrasin grain,"Buckwheat, grain",sarrasin,buckwheat,Fagopyrum esculentum,Plantae,végétal,pseudo-céréale,graine,Fagopyrum esculentum,graine,céréale,raw,dried,grain,,true,,,,,,,FOODON:0330118,,,15031,170683,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FARINEDESARR-000001,Farine de sarrasin,Buckwheat flour,farine sarrasin,buckwheat flour,Fagopyrum esculentum,Plantae,végétal,produit dérivé,farine,Fagopyrum esculentum,graine moulue,farine,intermediate,milled,powder,,,,,,,,,FOODON:0330101,,,15131,,,,Allergène gluten si concerné (UE 1169/2011),FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FLOCONSDESAR-000001,Flocons de sarrasin,Buckwheat flakes,flocons d'sarrasin,buckwheat flakes,Fagopyrum esculentum,Plantae,végétal,produit dérivé,flocons,Fagopyrum esculentum,graine laminée,flocons,intermediate,rolled,flakes,,,,,,,,,,,,,,,,,MAESTRO_INTERNAL,0.80,curated,
ING-PLANT-AMARANTE-000001,Amarante grain,"Amaranth, grain",amarante,amaranth,Amaranthus,Plantae,végétal,pseudo-céréale,graine,Amaranthus,graine,céréale,raw,dried,grain,,true,,,,,,,FOODON:0330118,,,15032,170683,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FARINEDEAMAR-000001,Farine de amarante,Amaranth flour,farine amarante,amaranth flour,Amaranthus,Plantae,végétal,produit dérivé,farine,Amaranthus,graine moulue,farine,intermediate,milled,powder,,,,,,,,,FOODON:0330101,,,15132,,,,Allergène gluten si concerné (UE 1169/2011),FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-FLOCONSDEAMA-000001,Flocons de amarante,Amaranth flakes,flocons d'amarante,amaranth flakes,Amaranthus,Plantae,végétal,produit dérivé,flocons,Amaranthus,graine laminée,flocons,intermediate,rolled,flakes,,,,,,,,,,,,,,,,,MAESTRO_INTERNAL,0.80,curated,
ING-PLANT-GRAINEDESSAM-000001,Graine de sésame,Sesame seed,graine de sésame,sesame seed,Sesamum indicum,Plantae,végétal,graine aromatique,graine,Sesamum indicum,graine,graine aromatique,raw,dried,whole,,true,,,,,,,FOODON:0331108,,,15040,,,sesame,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-GRAINEDELIN-000001,Graine de lin,Flaxseed,graine de lin,flaxseed,Linum usitatissimum,Plantae,végétal,graine aromatique,graine,Linum usitatissimum,graine,graine aromatique,raw,dried,whole,,true,,,,,,,FOODON:0331108,,,15041,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-GRAINEDECHIA-000001,Graine de chia,Chia seed,graine de chia,chia seed,Salvia hispanica,Plantae,végétal,graine aromatique,graine,Salvia hispanica,graine,graine aromatique,raw,dried,whole,,true,,,,,,,FOODON:0331108,,,15042,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-GRAINEDECOUR-000001,Graine de courge,Pumpkin seed,graine de courge,pumpkin seed,Cucurbita pepo,Plantae,végétal,graine aromatique,graine,Cucurbita pepo,graine,graine aromatique,raw,dried,whole,,true,,,,,,,FOODON:0331108,,,15043,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-GRAINEDETOUR-000001,Graine de tournesol,Sunflower seed,graine de tournesol,sunflower seed,Helianthus annuus,Plantae,végétal,graine aromatique,graine,Helianthus annuus,graine,graine aromatique,raw,dried,whole,,true,,,,,,,FOODON:0331108,,,15044,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-GRAINEDEPAVO-000001,Graine de pavot,Poppy seed,graine de pavot,poppy seed,Papaver somniferum,Plantae,végétal,graine aromatique,graine,Papaver somniferum,graine,graine aromatique,raw,dried,whole,,true,,,,,,,FOODON:0331108,,,15045,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-GRAINEDECUMI-000001,Graine de cumin,Cumin seed,graine de cumin,cumin seed,Cuminum cyminum,Plantae,végétal,graine aromatique,graine,Cuminum cyminum,graine,graine aromatique,raw,dried,whole,,true,,,,,,,FOODON:0331108,,,15046,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-GRAINEDEFENU-000001,Graine de fenugrec,Fenugreek seed,graine de fenugrec,fenugreek seed,Trigonella foenum-graecum,Plantae,végétal,graine aromatique,graine,Trigonella foenum-graecum,graine,graine aromatique,raw,dried,whole,,true,,,,,,,FOODON:0331108,,,15047,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-GRAINEDECORI-000001,Graine de coriandre,Coriander seed,graine de coriandre,coriander seed,Coriandrum sativum,Plantae,végétal,graine aromatique,graine,Coriandrum sativum,graine,graine aromatique,raw,dried,whole,,true,,,,,,,FOODON:0331108,,,15048,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-GRAINEDEMOUT-000001,Graine de moutarde,Mustard seed,graine de moutarde,mustard seed,Sinapis alba,Plantae,végétal,graine aromatique,graine,Sinapis alba,graine,graine aromatique,raw,dried,whole,,true,,,,,,,FOODON:0331108,,,15049,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-CARDAMOME-000001,Cardamome,Cardamom,cardamome,cardamom,Elettaria cardamomum,Plantae,végétal,graine aromatique,graine,Elettaria cardamomum,graine,graine aromatique,raw,dried,whole,,true,,,,,,,FOODON:0331108,,,15050,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-ANISVERT-000001,Anis vert,Anise,anis vert,anise,Pimpinella anisum,Plantae,végétal,graine aromatique,graine,Pimpinella anisum,graine,graine aromatique,raw,dried,whole,,true,,,,,,,FOODON:0331108,,,15051,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-BASILIC-000001,Basilic,Basil,basilic,basil,Ocimum basilicum,Plantae,végétal,herbe aromatique,feuille fraîche,Ocimum basilicum,feuille,herbe aromatique,raw,fresh,whole,,,,,,,,,FOODON:0331159,,,,,,,,FOODON|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-PERSIL-000001,Persil,Parsley,persil,parsley,Petroselinum crispum,Plantae,végétal,herbe aromatique,feuille fraîche,Petroselinum crispum,feuille,herbe aromatique,raw,fresh,whole,,,,,,,,,FOODON:0331159,,,,,,,,FOODON|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-CORIANDREFRA-000001,Coriandre fraîche,Cilantro,coriandre fraîche,cilantro,Coriandrum sativum,Plantae,végétal,herbe aromatique,feuille fraîche,Coriandrum sativum,feuille,herbe aromatique,raw,fresh,whole,,,,,,,,,FOODON:0331159,,,,,,,,FOODON|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-MENTHE-000001,Menthe,Mint,menthe,mint,Mentha spicata,Plantae,végétal,herbe aromatique,feuille fraîche,Mentha spicata,feuille,herbe aromatique,raw,fresh,whole,,,,,,,,,FOODON:0331159,,,,,,,,FOODON|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-THYM-000001,Thym,Thyme,thym,thyme,Thymus vulgaris,Plantae,végétal,herbe aromatique,feuille fraîche,Thymus vulgaris,feuille,herbe aromatique,raw,fresh,whole,,,,,,,,,FOODON:0331159,,,,,,,,FOODON|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-ROMARIN-000001,Romarin,Rosemary,romarin,rosemary,Rosmarinus officinalis,Plantae,végétal,herbe aromatique,feuille fraîche,Rosmarinus officinalis,feuille,herbe aromatique,raw,fresh,whole,,,,,,,,,FOODON:0331159,,,,,,,,FOODON|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-SAUGE-000001,Sauge,Sage,sauge,sage,Salvia officinalis,Plantae,végétal,herbe aromatique,feuille fraîche,Salvia officinalis,feuille,herbe aromatique,raw,fresh,whole,,,,,,,,,FOODON:0331159,,,,,,,,FOODON|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-CIBOULETTE-000001,Ciboulette,Chives,ciboulette,chives,Allium schoenoprasum,Plantae,végétal,herbe aromatique,feuille fraîche,Allium schoenoprasum,feuille,herbe aromatique,raw,fresh,whole,,,,,,,,,FOODON:0331159,,,,,,,,FOODON|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-ANETH-000001,Aneth,Dill,aneth,dill,Anethum graveolens,Plantae,végétal,herbe aromatique,feuille fraîche,Anethum graveolens,feuille,herbe aromatique,raw,fresh,whole,,,,,,,,,FOODON:0331159,,,,,,,,FOODON|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-ESTRAGON-000001,Estragon,Tarragon,estragon,tarragon,Artemisia dracunculus,Plantae,végétal,herbe aromatique,feuille fraîche,Artemisia dracunculus,feuille,herbe aromatique,raw,fresh,whole,,,,,,,,,FOODON:0331159,,,,,,,,FOODON|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-CLERIBRANCHE-000002,Céleri branche (feuille),Celery leaf,céleri branche (feuille),celery leaf,Apium graveolens,Plantae,végétal,herbe aromatique,feuille fraîche,Apium graveolens,feuille,herbe aromatique,raw,fresh,whole,,,,,,,,,FOODON:0331159,,,,,,,,FOODON|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-LAURIER-000001,Laurier,Bay leaf,laurier,bay leaf,Laurus nobilis,Plantae,végétal,herbe aromatique,feuille fraîche,Laurus nobilis,feuille,herbe aromatique,raw,fresh,whole,,,,,,,,,FOODON:0331159,,,,,,,,FOODON|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-ORIGAN-000001,Origan,Oregano,origan,oregano,Origanum vulgare,Plantae,végétal,herbe aromatique,feuille fraîche,Origanum vulgare,feuille,herbe aromatique,raw,fresh,whole,,,,,,,,,FOODON:0331159,,,,,,,,FOODON|MAESTRO_INTERNAL,0.85,curated,
